1.0866800000 0.0067401697
1.0936200000 0.0599469690
1.1005700000 0.0380586604
1.1075100000 0.0478004042
1.1144600000 0.0001847018
1.1214000000 -0.0101620032
1.1283400000 -0.1063229741
1.1352900000 -0.0186111295
1.1422300000 -0.0498195232
1.1491800000 -0.0695291049
1.1561200000 -0.0895624258
1.1630700000 -0.0045884762
1.1700100000 -0.0293310237
1.1769600000 0.0255349475
1.1839000000 0.0784691392
1.1908400000 0.1097552674
1.1977900000 0.0008348010
1.2047300000 0.0028295659
1.2116800000 0.0585572111
1.2186200000 -0.0296018121
1.2255700000 -0.0010098433
1.2325100000 -0.0289533470
1.2394600000 -0.0881689989
1.2464000000 -0.0677867912
1.2533400000 -0.0405152884
1.2602900000 -0.1566907028
1.2672300000 -0.0430312162
1.2741800000 -0.1351114115
1.2811200000 -0.0730336813
1.2880700000 -0.0667972062
1.2950100000 -0.0452248069
1.3019600000 0.0535655018
6.1001700000 -0.1136403522
6.1071100000 -0.0626369716
6.1140600000 -0.0160726746
6.1210000000 -0.0133657310
6.1279500000 0.0762069532
6.1348900000 0.0418407669
6.1418400000 0.0942301910
6.1487800000 0.1507588109
6.1557300000 0.0605746770
6.1626700000 0.1484740447
6.1696100000 0.0782810012
6.1765600000 0.1672884504
6.1835000000 -0.0480619225
6.1904500000 0.0213541997
6.1973900000 -0.0533230336
6.2043400000 -0.1129702900
6.2112800000 -0.0869201541
6.2182300000 -0.0543535998
6.2251700000 -0.1006544737
6.2321100000 -0.0522313486
8.0752500000 -0.0630493340
8.0822000000 -0.0687217425
8.0891400000 -0.0915769444
8.0960900000 -0.0750825650
8.1030300000 -0.0247380873
8.1099700000 0.0003811032
8.1169200000 -0.0365754441
8.1238600000 -0.0006824753
8.1308100000 -0.0216982318
8.1377500000 -0.0284028835
8.1447000000 0.0038680070
8.1516400000 -0.0304147263
8.1585900000 -0.0561017229
8.1655300000 -0.0678632554
8.1724700000 -0.0981385281
8.1794200000 -0.0844708293
8.1863600000 -0.0097727379
8.1933100000 -0.0428223624
8.2002500000 -0.0554500740
8.2072000000 -0.1012091672
8.2141400000 0.0002662924
8.2210900000 -0.0972959771
8.2280300000 0.0051406038
8.2349700000 -0.0402765715
8.2419200000 -0.0231083669
8.2488600000 -0.1088369130
8.2558100000 -0.0327527024
8.2627500000 -0.0306250570
8.2697000000 0.0057126797
8.2766400000 0.0194126567
8.2835900000 0.0249362226
8.2905300000 -0.0333970560
8.2974700000 0.0413125379
17.0782800000 0.0708848033
17.0852200000 -0.0113139441
17.0921700000 0.0383412375
17.0991100000 0.0784040595
17.1060600000 -0.0709382115
17.1130000000 -0.0021562604
17.1199500000 0.0162575120
17.1268900000 -0.0202257272
17.1338400000 -0.0289209205
17.1407800000 -0.0348238785
17.1477200000 -0.0568156259
17.1546700000 -0.0220854040
17.1616100000 -0.0759379364
17.1685600000 0.0156122538
17.1755000000 -0.0504090017
17.1824500000 0.0686198266
17.1893900000 0.1529065864
17.1963400000 0.0991717428
17.2032800000 0.0899425617
17.2102200000 0.1039941651
17.2171700000 0.1684972911
17.2241100000 0.0840224940
17.2310600000 0.0024994059
17.2380000000 0.0690362010
17.2449500000 -0.0470673774
17.2518900000 0.0054979021
17.2588400000 0.0222468407
17.2657800000 0.0428905826
17.2727200000 -0.0209444536
17.2796700000 -0.0052233276
17.2866100000 0.0265336671
17.2935600000 0.0341426917
18.1589100000 -0.0365210679
18.1658500000 0.0232280025
18.1728000000 0.0350282914
18.1797400000 -0.0029712472
18.1866800000 0.0204821880
18.1936300000 0.0663698184
18.2005700000 0.0355994049
18.2075200000 -0.0410794948
18.2144600000 0.0589602747
18.2214100000 0.0065788278
18.2283500000 -0.0147084381
18.2353000000 0.0108093146
18.2422400000 0.0303747071
18.2491800000 0.0144145434
18.2561300000 0.0609801140
18.2630700000 0.0302115379
18.2700200000 0.0586842826
18.2769600000 -0.0602851275
18.2839100000 0.0029162255
18.2908500000 -0.0378184829
21.1066100000 0.0207223467
21.1135500000 -0.0429669688
21.1205000000 -0.0255016030
21.1274400000 0.0666162543
21.1343900000 -0.0510337134
21.1413300000 -0.0029704248
21.1482700000 -0.0236781143
21.1552200000 -0.0174362465
21.1621600000 -0.0330042568
21.1691100000 -0.0981594783
21.1760500000 -0.0977385750
21.1830000000 -0.0330658800
21.1899400000 -0.0868862415
21.1968900000 -0.0670481908
21.2038300000 -0.0893982016
21.2107700000 0.0022800977
21.2177200000 0.0033632051
21.2246600000 0.0457239965
21.2316100000 0.0846613798
21.2385500000 0.0660261837
21.2455000000 0.1382579165
21.2524400000 0.1155073557
21.2593900000 0.0227240170
21.2663300000 0.1048116215
21.2732700000 0.0512437061
21.2802200000 -0.0037072146
21.2871600000 -0.0851892148
21.2941100000 0.0046717650
21.3010500000 -0.0170264104
21.3080000000 -0.0698458902
21.3149400000 -0.0624452799
21.3218900000 0.0000776057
23.1160100000 0.1166835479
23.1229600000 0.0267056028
23.1299000000 0.0020742634
23.1368500000 -0.0423117021
23.1437900000 -0.0285902107
23.1507400000 -0.0936871034
23.1576800000 -0.0637340599
23.1646200000 -0.1314056239
23.1715700000 -0.0533316389
23.1785100000 -0.0291013156
23.1854600000 -0.0292076618
23.1924000000 0.0406659267
23.1993500000 0.0762107532
23.2062900000 0.0969332076
23.2132400000 0.1257647453
23.2201800000 0.1625435134
23.2271200000 0.1082671043
23.2340700000 0.1426939242
