BJD,mag,filter,instrument
2460082.9276017724,-0.0068339575,TESS,TESS
2460082.9299165616,-0.0007184862,TESS,TESS
2460082.9322313503,0.002829201,TESS,TESS
2460082.9345461396,-0.0045505227,TESS,TESS
2460082.936860929,-0.000962014,TESS,TESS
2460082.939175718,0.0013405556,TESS,TESS
2460082.941490507,0.000790133,TESS,TESS
2460082.9438052964,-0.0025614991,TESS,TESS
2460082.946120085,0.0020381021,TESS,TESS
2460082.9484348744,-0.0029475137,TESS,TESS
2460082.9507496636,0.003653278,TESS,TESS
2460082.953064453,-0.00361555,TESS,TESS
2460082.955379242,0.00041969266,TESS,TESS
2460082.957694031,-0.0016909778,TESS,TESS
2460082.96000882,0.008155707,TESS,TESS
2460082.9623236093,0.011281007,TESS,TESS
2460082.9646383985,0.0029722145,TESS,TESS
2460082.9669531877,-0.0013104627,TESS,TESS
2460082.9692679765,0.0046598823,TESS,TESS
2460082.9715827657,0.0014353546,TESS,TESS
2460082.973897555,0.0033970177,TESS,TESS
2460082.976212344,-0.0049163764,TESS,TESS
2460082.978527133,0.0070887953,TESS,TESS
2460082.980841922,0.006497041,TESS,TESS
2460082.9831567113,0.0035156289,TESS,TESS
2460082.9854715005,0.0023644732,TESS,TESS
2460082.9877862893,0.0031262147,TESS,TESS
2460082.9901010785,0.01849747,TESS,TESS
2460082.9924158677,0.0060169445,TESS,TESS
2460082.9947306565,0.011237131,TESS,TESS
2460082.9970454457,0.0044833748,TESS,TESS
2460082.999360235,0.007847733,TESS,TESS
2460083.001675024,0.010953513,TESS,TESS
2460083.003989813,0.0027417415,TESS,TESS
2460083.006304602,0.007317262,TESS,TESS
2460083.0086193914,0.008378399,TESS,TESS
2460083.01093418,0.010448835,TESS,TESS
2460083.0132489693,0.0024159052,TESS,TESS
2460083.0155637586,0.011432069,TESS,TESS
2460083.0178785473,0.007813837,TESS,TESS
2460083.0201933365,0.012159234,TESS,TESS
2460083.0225081258,0.0123690665,TESS,TESS
2460083.0248229145,0.00771483,TESS,TESS
2460083.0271377037,0.011461434,TESS,TESS
2460083.029452493,0.015001441,TESS,TESS
2460083.0317672817,0.013174675,TESS,TESS
2460083.034082071,0.016496401,TESS,TESS
2460083.03639686,0.011002542,TESS,TESS
2460083.038711649,0.0126046045,TESS,TESS
2460083.041026438,0.013588745,TESS,TESS
2460083.043341227,0.010381014,TESS,TESS
2460083.045656016,0.012861802,TESS,TESS
2460083.0479708053,0.016244842,TESS,TESS
2460083.050285594,0.011939234,TESS,TESS
2460083.0526003833,0.00814997,TESS,TESS
2460083.054915172,0.016159317,TESS,TESS
2460083.0572299613,0.018329361,TESS,TESS
2460083.05954475,0.017868675,TESS,TESS
2460083.0618595392,0.015341185,TESS,TESS
2460083.064174328,0.017889466,TESS,TESS
2460083.066489117,0.012442971,TESS,TESS
2460083.068803906,0.015133665,TESS,TESS
2460083.071118695,0.013602441,TESS,TESS
2460083.0734334844,0.016755968,TESS,TESS
2460083.075748273,0.0110306535,TESS,TESS
2460083.0780630624,0.009828472,TESS,TESS
2460083.080377851,0.018550461,TESS,TESS
2460083.0826926404,0.012957548,TESS,TESS
2460083.085007429,0.016024407,TESS,TESS
2460083.0873222183,0.009978091,TESS,TESS
2460083.089637007,0.018889079,TESS,TESS
2460083.0919517963,0.014454348,TESS,TESS
2460083.094266585,0.012055969,TESS,TESS
2460083.096581374,0.010823105,TESS,TESS
2460083.098896163,0.0112462845,TESS,TESS
2460083.101210952,0.013480364,TESS,TESS
2460083.103525741,0.006408374,TESS,TESS
2460083.10584053,0.0112609975,TESS,TESS
2460083.1081553185,0.020506322,TESS,TESS
2460083.1104701078,0.026065506,TESS,TESS
2460083.1127848965,0.021462144,TESS,TESS
2460083.1150996857,0.025253128,TESS,TESS
2460083.1174144745,0.033374436,TESS,TESS
2460083.1197292632,0.029454695,TESS,TESS
2460083.1220440525,0.03661137,TESS,TESS
2460083.124358841,0.04454739,TESS,TESS
2460083.1266736304,0.039062392,TESS,TESS
2460083.128988419,0.04753696,TESS,TESS
2460083.131303208,0.050233133,TESS,TESS
2460083.133617997,0.04491674,TESS,TESS
2460083.135932786,0.05104326,TESS,TESS
2460083.1382475747,0.06662135,TESS,TESS
2460083.1405623634,0.074970186,TESS,TESS
2460083.1428771527,0.07328262,TESS,TESS
2460083.1451919414,0.07131719,TESS,TESS
2460083.14750673,0.08279882,TESS,TESS
2460083.149821519,0.07107651,TESS,TESS
2460083.152136308,0.08426093,TESS,TESS
2460083.154451097,0.09178351,TESS,TESS
2460083.1567658857,0.10767053,TESS,TESS
2460083.1590806744,0.101869166,TESS,TESS
2460083.1613954636,0.1111958,TESS,TESS
2460083.1637102524,0.112301245,TESS,TESS
2460083.166025041,0.10803412,TESS,TESS
2460083.16833983,0.12047744,TESS,TESS
2460083.170654619,0.1246332,TESS,TESS
2460083.172969408,0.13039538,TESS,TESS
2460083.1752841966,0.124058604,TESS,TESS
2460083.1775989854,0.13810845,TESS,TESS
2460083.179913774,0.13644099,TESS,TESS
2460083.182228563,0.13962817,TESS,TESS
2460083.1845433516,0.14118953,TESS,TESS
2460083.1868581404,0.14877093,TESS,TESS
2460083.189172929,0.1560332,TESS,TESS
2460083.191487718,0.15453891,TESS,TESS
2460083.193802507,0.15997066,TESS,TESS
2460083.196117296,0.15989235,TESS,TESS
2460083.1984320846,0.16082802,TESS,TESS
2460083.2007468734,0.15606181,TESS,TESS
2460083.203061662,0.17098531,TESS,TESS
2460083.205376451,0.16498995,TESS,TESS
2460083.2076912397,0.16484177,TESS,TESS
2460083.2100060284,0.16797833,TESS,TESS
2460083.212320817,0.16745266,TESS,TESS
2460083.214635606,0.17510208,TESS,TESS
2460083.2169503947,0.17301671,TESS,TESS
2460083.2192651834,0.16603383,TESS,TESS
2460083.221579972,0.16371103,TESS,TESS
2460083.223894761,0.16729245,TESS,TESS
2460083.2262095497,0.17812678,TESS,TESS
2460083.2285243385,0.17036228,TESS,TESS
2460083.2308391267,0.16650395,TESS,TESS
2460083.2331539155,0.16892803,TESS,TESS
2460083.2354687043,0.1620414,TESS,TESS
2460083.237783493,0.16537496,TESS,TESS
2460083.2400982818,0.16352,TESS,TESS
2460083.2424130705,0.16484478,TESS,TESS
2460083.2447278593,0.15005346,TESS,TESS
2460083.247042648,0.15208964,TESS,TESS
2460083.249357437,0.15582572,TESS,TESS
2460083.2516722255,0.1439668,TESS,TESS
2460083.253987014,0.14060722,TESS,TESS
2460083.2563018026,0.14360641,TESS,TESS
2460083.2586165913,0.1328112,TESS,TESS
2460083.26093138,0.13391677,TESS,TESS
2460083.2632461684,0.1265058,TESS,TESS
2460083.265560957,0.11923493,TESS,TESS
2460083.267875746,0.12546434,TESS,TESS
2460083.270190534,0.117634475,TESS,TESS
2460083.272505323,0.113002345,TESS,TESS
2460083.2748201117,0.100693114,TESS,TESS
2460083.2771349,0.0997733,TESS,TESS
2460083.2794496887,0.09800406,TESS,TESS
2460083.2817644775,0.08594611,TESS,TESS
2460083.284079266,0.0816847,TESS,TESS
2460083.2863940545,0.08473955,TESS,TESS
2460083.2887088433,0.08240715,TESS,TESS
2460083.291023632,0.06590541,TESS,TESS
2460083.2933384203,0.073556125,TESS,TESS
2460083.295653209,0.06683551,TESS,TESS
2460083.2979679974,0.051097255,TESS,TESS
2460083.300282786,0.049662985,TESS,TESS
2460083.3025975744,0.05225192,TESS,TESS
2460083.304912363,0.05007521,TESS,TESS
2460083.3072271515,0.053572465,TESS,TESS
2460083.30954194,0.03398604,TESS,TESS
2460083.3118567285,0.036506552,TESS,TESS
2460083.3141715173,0.033331927,TESS,TESS
2460083.3164863056,0.03271296,TESS,TESS
2460083.3188010943,0.02756251,TESS,TESS
2460083.3211158826,0.018700894,TESS,TESS
2460083.323430671,0.020411823,TESS,TESS
2460083.3257454596,0.022675633,TESS,TESS
2460083.328060248,0.019511875,TESS,TESS
2460083.3303750367,0.0150234895,TESS,TESS
2460083.332689825,0.006935861,TESS,TESS
2460083.3350046137,0.016025785,TESS,TESS
2460083.337319402,0.022814676,TESS,TESS
2460083.3396341903,0.0110186245,TESS,TESS
2460083.341948979,0.012715058,TESS,TESS
2460083.3442637674,0.010576257,TESS,TESS
2460083.3465785556,0.010522608,TESS,TESS
2460083.348893344,0.020760784,TESS,TESS
2460083.3512081327,0.01276862,TESS,TESS
2460083.353522921,0.013330523,TESS,TESS
2460083.3558377093,0.0122339735,TESS,TESS
2460083.3581524976,0.016440485,TESS,TESS
2460083.360467286,0.016637413,TESS,TESS
2460083.3627820746,0.01588564,TESS,TESS
2460083.365096863,0.013590711,TESS,TESS
2460083.367411651,0.014225818,TESS,TESS
2460083.3697264395,0.004000076,TESS,TESS
2460083.372041228,0.0141258305,TESS,TESS
2460083.3743560165,0.014430083,TESS,TESS
2460083.376670805,0.010580635,TESS,TESS
2460083.378985593,0.0059608514,TESS,TESS
2460083.3813003814,0.008615942,TESS,TESS
2460083.3836151697,0.010691995,TESS,TESS
2460083.385929958,0.012341183,TESS,TESS
2460083.3882447463,0.022622833,TESS,TESS
2460083.3905595345,0.009879867,TESS,TESS
2460083.392874323,0.0095211975,TESS,TESS
2460083.395189111,-0.001211693,TESS,TESS
2460083.3975038994,0.012392828,TESS,TESS
2460083.3998186877,0.011783129,TESS,TESS
2460083.402133476,0.009506377,TESS,TESS
2460083.4044482643,0.009100909,TESS,TESS
2460083.4067630526,0.005306238,TESS,TESS
2460083.4090778404,0.0035283542,TESS,TESS
2460083.4113926287,0.0006567314,TESS,TESS
2460083.413707417,0.0006119873,TESS,TESS
2460083.4160222053,0.007859727,TESS,TESS
2460083.4183369935,0.006616512,TESS,TESS
2460083.420651782,0.0049154656,TESS,TESS
2460083.42296657,0.0074951425,TESS,TESS
2460083.425281358,0.0011015537,TESS,TESS
2460083.4275961462,0.0011750173,TESS,TESS
2460083.4299109345,-0.0023985312,TESS,TESS
2460083.4322257224,0.00034116593,TESS,TESS
2460083.4345405106,-0.0024831174,TESS,TESS
2460083.436855299,0.005062525,TESS,TESS
2460083.4391700868,0.004708368,TESS,TESS
2460083.441484875,0.009837875,TESS,TESS
2460083.4437996633,0.0017877324,TESS,TESS
2460083.446114451,0.00499894,TESS,TESS
2460083.4484292394,-0.0042921994,TESS,TESS
2460083.4507440277,-0.001502934,TESS,TESS
2460083.4530588156,0.007852883,TESS,TESS
2460083.455373604,0.006267706,TESS,TESS
2460083.457688392,0.01062259,TESS,TESS
2460083.4600031804,-0.0006734734,TESS,TESS
2460083.4623179683,-0.0035115713,TESS,TESS
2460083.464632756,-0.0019220136,TESS,TESS
2460083.4669475444,0.007633819,TESS,TESS
2460083.469262332,0.0009946061,TESS,TESS
2460083.4715771205,-0.00082143926,TESS,TESS
2460083.4738919083,-0.003296874,TESS,TESS
2460083.476206696,0.0027947486,TESS,TESS
2460083.689167157,-0.019494805,TESS,TESS
2460083.691481944,-0.028200654,TESS,TESS
2460083.6937967315,-0.024498532,TESS,TESS
2460083.6961115184,-0.018656593,TESS,TESS
2460083.698426306,-0.023121005,TESS,TESS
2460083.7007410927,-0.031582355,TESS,TESS
2460083.70305588,-0.02262143,TESS,TESS
2460083.7053706674,-0.03272366,TESS,TESS
2460083.7076854543,-0.023415804,TESS,TESS
2460083.7100002416,-0.034592424,TESS,TESS
2460083.7123150285,-0.029804237,TESS,TESS
2460083.714629816,-0.025798606,TESS,TESS
2460083.716944603,-0.022341378,TESS,TESS
2460083.7192593897,-0.02679903,TESS,TESS
2460083.7215741766,-0.026997391,TESS,TESS
2460083.723888964,-0.025007997,TESS,TESS
2460083.726203751,-0.024452468,TESS,TESS
2460083.7285185377,-0.027366739,TESS,TESS
2460083.7308333246,-0.027535465,TESS,TESS
2460083.733148112,-0.02878994,TESS,TESS
2460083.735462899,-0.025940027,TESS,TESS
2460083.7377776857,-0.019056387,TESS,TESS
2460083.7400924726,-0.023906406,TESS,TESS
2460083.74240726,-0.027728518,TESS,TESS
2460083.744722047,-0.021804653,TESS,TESS
2460083.747036834,-0.025089573,TESS,TESS
2460083.7493516207,-0.028032284,TESS,TESS
2460083.751666408,-0.024329204,TESS,TESS
2460083.753981195,-0.024503972,TESS,TESS
2460083.7562959814,-0.023495601,TESS,TESS
2460083.7586107682,-0.025256634,TESS,TESS
2460083.760925555,-0.025404321,TESS,TESS
2460083.763240342,-0.03065264,TESS,TESS
2460087.4668879607,-0.004348794,TESS,TESS
2460087.4738322836,0.025528511,TESS,TESS
2460088.284002988,0.1022141,TESS,TESS
2460088.693717653,-0.009219767,TESS,TESS
2460088.8302891743,-0.009570065,TESS,TESS
2460088.9182504844,-0.016904948,TESS,TESS
2460088.9228800265,-0.01944103,TESS,TESS
2460088.962231137,-0.014419381,TESS,TESS
2460088.96917545,-0.01682734,TESS,TESS
2460089.0339890397,-0.0044642934,TESS,TESS
2460089.036303811,-0.00848942,TESS,TESS
2460089.1150060217,0.0042653796,TESS,TESS
2460089.1173207923,0.006114105,TESS,TESS
2460089.1335241883,0.0052598063,TESS,TESS
2460089.193708227,0.008658407,TESS,TESS
2460089.214541163,0.02267332,TESS,TESS
2460089.2515774923,0.02498874,TESS,TESS
2460089.2839842797,0.08028062,TESS,TESS
2460089.2862990503,0.08553285,TESS,TESS
2460089.3117615255,0.123370774,TESS,TESS
2460089.3140762956,0.13010935,TESS,TESS
2460089.318705837,0.1359606,TESS,TESS
2460089.3349092295,0.1609493,TESS,TESS
2460089.383519407,0.15050994,TESS,TESS
2460089.402037569,0.1295673,TESS,TESS
2460089.4066671096,0.12131981,TESS,TESS
2460089.422870501,0.07774989,TESS,TESS
2460089.4437034326,0.046894237,TESS,TESS
2460089.446018203,0.046959985,TESS,TESS
2460089.4506477434,0.03923206,TESS,TESS
2460089.459906824,0.022307955,TESS,TESS
2460089.480739755,0.016380303,TESS,TESS
2460089.483054525,0.013383591,TESS,TESS
2460089.4946283754,0.006423411,TESS,TESS
2460089.503887456,0.014303126,TESS,TESS
2460089.520090846,0.010368404,TESS,TESS
2460089.5455533164,0.008857909,TESS,TESS
2460089.5710157854,-0.0023892326,TESS,TESS
2460089.582589635,0.0015415031,TESS,TESS
2460089.5849044053,0.0016815598,TESS,TESS
2460089.589533945,0.0005806481,TESS,TESS
2460089.603422564,-0.00044566492,TESS,TESS
2460089.6126816436,-0.0067435363,TESS,TESS
2460089.6149964132,-0.004022725,TESS,TESS
2460089.635829342,-0.0018223951,TESS,TESS
2460089.65203273,-0.0027265078,TESS,TESS
2460089.6543475003,-0.008523195,TESS,TESS
2460089.65666227,-0.006575534,TESS,TESS
2460089.6636065794,-0.003955153,TESS,TESS
2460089.6705508884,-0.0035341482,TESS,TESS
2460089.6774951974,-0.014158669,TESS,TESS
2460089.679809967,-0.014502526,TESS,TESS
2460089.684439507,-0.015146389,TESS,TESS
2460089.6867542765,-0.009786347,TESS,TESS
2460089.6936985855,-0.01064092,TESS,TESS
2460089.702957664,-0.010468906,TESS,TESS
2460089.705272434,-0.016782735,TESS,TESS
2460089.7075872035,-0.015072868,TESS,TESS
2460089.7145315125,-0.01164849,TESS,TESS
2460089.716846282,-0.010326095,TESS,TESS
2460089.723790591,-0.01740869,TESS,TESS
2460089.735364439,-0.022316527,TESS,TESS
2460089.742308748,-0.017455818,TESS,TESS
2460089.7446235176,-0.02055135,TESS,TESS
2460089.760826905,-0.014909981,TESS,TESS
2460089.763141674,-0.02289938,TESS,TESS
2460089.7770302915,-0.015407376,TESS,TESS
2460089.7816598304,-0.01449167,TESS,TESS
2460089.7839746,-0.018173667,TESS,TESS
2460089.7862893697,-0.021407396,TESS,TESS
2460089.795548448,-0.01824456,TESS,TESS
2460089.797863217,-0.02205821,TESS,TESS
2460089.8001779867,-0.027277634,TESS,TESS
2460089.8094370645,-0.019471923,TESS,TESS
2460089.818696142,-0.016009254,TESS,TESS
2460089.823325681,-0.03415554,TESS,TESS
2460089.82795522,-0.022012044,TESS,TESS
2460089.8302699896,-0.025964417,TESS,TESS
2460089.8325847588,-0.019795295,TESS,TESS
2460089.8348995284,-0.02138633,TESS,TESS
2460089.8372142976,-0.015664853,TESS,TESS
2460089.844158606,-0.022105899,TESS,TESS
2460089.8464733753,-0.010105689,TESS,TESS
2460089.8487881445,-0.018387478,TESS,TESS
2460089.8534176834,-0.020193014,TESS,TESS
2460089.855732453,-0.024140738,TESS,TESS
2460089.8580472223,-0.025035318,TESS,TESS
2460089.8673062995,-0.024429943,TESS,TESS
2460089.869621069,-0.021891927,TESS,TESS
2460089.8719358384,-0.014997809,TESS,TESS
2460089.881194916,-0.02584461,TESS,TESS
2460089.89971307,-0.022547906,TESS,TESS
2460089.9020278393,-0.028724521,TESS,TESS
2460089.9136016862,-0.018725164,TESS,TESS
2460089.9159164554,-0.02029706,TESS,TESS
2460089.922860763,-0.02084761,TESS,TESS
2460089.9251755322,-0.018272178,TESS,TESS
2460089.9274903014,-0.017553374,TESS,TESS
2460089.9298050706,-0.01743251,TESS,TESS
2460089.93211984,-0.018276252,TESS,TESS
2460089.934434609,-0.01776578,TESS,TESS
2460089.936749378,-0.022355072,TESS,TESS
2460089.9390641474,-0.019265955,TESS,TESS
2460089.9413789166,-0.022504676,TESS,TESS
2460089.9460084555,-0.020659678,TESS,TESS
2460089.9552675323,-0.012819888,TESS,TESS
2460089.9575823015,-0.01868,TESS,TESS
2460089.964526609,-0.013726907,TESS,TESS
2460089.9668413782,-0.021830278,TESS,TESS
2460089.971470916,-0.017767945,TESS,TESS
2460089.9737856854,-0.016433991,TESS,TESS
2460089.9761004546,-0.012924642,TESS,TESS
2460089.978415224,-0.01938738,TESS,TESS
2460089.983044762,-0.016777257,TESS,TESS
2460089.9876743,-0.0142551195,TESS,TESS
2460089.9923038385,-0.009884981,TESS,TESS
2460089.9946186077,-0.018745136,TESS,TESS
2460089.996933377,-0.013761157,TESS,TESS
2460090.0015629153,-0.007595365,TESS,TESS
2460090.0085072224,-0.01095463,TESS,TESS
2460090.0108219916,-0.010891331,TESS,TESS
2460090.0154515295,-0.015021808,TESS,TESS
2460090.033969682,-0.013821605,TESS,TESS
2460090.043228758,-0.008084945,TESS,TESS
2460090.050173065,-0.005221052,TESS,TESS
2460090.0524878344,-0.007157512,TESS,TESS
2460090.054802603,-0.00947243,TESS,TESS
2460090.059432141,-0.009622408,TESS,TESS
2460090.066376448,-0.0021159267,TESS,TESS
2460090.075635524,-0.0065862117,TESS,TESS
2460090.089524138,-0.0038861572,TESS,TESS
2460090.1057275203,-0.006538869,TESS,TESS
2460090.1173013644,0.0016390417,TESS,TESS
2460090.133504747,-0.0032855186,TESS,TESS
2460090.198318273,0.0266539,TESS,TESS
2460090.469146185,0.043497946,TESS,TESS
2460090.4714609534,0.0338993,TESS,TESS
2460090.496923404,0.015400916,TESS,TESS
2460092.751505719,-0.002733738,TESS,TESS
2460093.624171674,0.0013519595,TESS,TESS
2460093.658893122,0.00093404384,TESS,TESS
2460093.8093527225,-0.01651864,TESS,TESS
2460094.045458534,-0.016338628,TESS,TESS
2460094.126475227,-0.015251557,TESS,TESS
2460094.1658261917,-0.013017748,TESS,TESS
2460094.5477619865,0.056602024,TESS,TESS
2460094.554706273,0.04364649,TESS,TESS
2460094.5570210353,0.046357244,TESS,TESS
2460094.573224371,0.02910951,TESS,TESS
2460094.584798182,0.016912462,TESS,TESS
2460094.6148900897,0.009695065,TESS,TESS
2460094.651926284,0.0075590047,TESS,TESS
2460094.6820181916,0.004540756,TESS,TESS
2460094.698221526,0.0053868154,TESS,TESS
2460094.7028510505,-0.0008277765,TESS,TESS
2460094.728313433,0.0019584857,TESS,TESS
2460094.7375724814,0.0049698143,TESS,TESS
2460094.7422020053,0.0006979159,TESS,TESS
2460094.7468315293,-0.004860198,TESS,TESS
2460094.774608674,-0.0044582346,TESS,TESS
2460094.7769234357,-0.0130525315,TESS,TESS
2460094.7977562943,-0.00040620426,TESS,TESS
2460094.807015342,-0.0015224507,TESS,TESS
2460094.809330104,-0.0063523063,TESS,TESS
2460094.811644866,-0.0090070935,TESS,TESS
2460094.813959628,-0.011030223,TESS,TESS
2460094.81627439,-0.0022679586,TESS,TESS
2460094.818589152,-0.0046866206,TESS,TESS
2460094.820903914,-0.0074165687,TESS,TESS
2460094.823218676,-0.004665872,TESS,TESS
2460094.825533438,-0.008117191,TESS,TESS
2460094.8278482,-0.008137488,TESS,TESS
2460094.830162962,-0.0087847505,TESS,TESS
2460094.832477724,-0.0115504,TESS,TESS
2460094.834792486,-0.008939059,TESS,TESS
2460094.837107248,-0.009361311,TESS,TESS
2460094.83942201,-0.005934676,TESS,TESS
2460094.841736772,0.0027785283,TESS,TESS
2460094.844051534,-0.012259752,TESS,TESS
2460094.8463662956,-0.010625539,TESS,TESS
2460094.848681058,-0.014926832,TESS,TESS
2460094.8509958196,-0.0067482954,TESS,TESS
2460094.8533105818,-0.01408802,TESS,TESS
2460094.8556253435,-0.015671996,TESS,TESS
2460094.8579401057,-0.007752415,TESS,TESS
2460094.8602548675,-0.012385288,TESS,TESS
2460094.8625696297,-0.013267611,TESS,TESS
2460094.8648843914,-0.008381155,TESS,TESS
2460094.8671991536,-0.010603879,TESS,TESS
2460094.8695139154,-0.01885746,TESS,TESS
2460094.8718286776,-0.015380195,TESS,TESS
2460094.8741434393,-0.01592074,TESS,TESS
2460094.876458201,-0.009279055,TESS,TESS
2460094.8787729633,-0.008761769,TESS,TESS
2460094.881087725,-0.013363499,TESS,TESS
2460094.8834024873,-0.019469127,TESS,TESS
2460094.885717249,-0.018875651,TESS,TESS
2460094.8880320108,-0.012380426,TESS,TESS
2460094.890346773,-0.010653865,TESS,TESS
2460094.8926615347,-0.017383343,TESS,TESS
2460094.894976297,-0.013871571,TESS,TESS
2460094.8972910587,-0.01588643,TESS,TESS
2460094.8996058204,-0.011943091,TESS,TESS
2460094.9019205826,-0.015912196,TESS,TESS
2460094.9042353444,-0.02015071,TESS,TESS
2460094.9065501066,-0.017225005,TESS,TESS
2460094.9088648683,-0.023035986,TESS,TESS
2460094.91117963,-0.018410001,TESS,TESS
2460094.9134943923,-0.019724881,TESS,TESS
2460094.915809154,-0.013938146,TESS,TESS
2460094.9181239163,-0.0126620345,TESS,TESS
2460094.920438678,-0.01613729,TESS,TESS
2460094.9227534398,-0.01190046,TESS,TESS
2460094.925068202,-0.010611057,TESS,TESS
2460094.9273829637,-0.017247554,TESS,TESS
2460094.9296977255,-0.022141786,TESS,TESS
2460094.9320124877,-0.021518808,TESS,TESS
2460094.9343272494,-0.020732695,TESS,TESS
2460094.936642011,-0.019881204,TESS,TESS
2460094.9389567734,-0.013855213,TESS,TESS
2460094.941271535,-0.01439422,TESS,TESS
2460094.943586297,-0.01333371,TESS,TESS
2460094.945901059,-0.018029192,TESS,TESS
2460094.948215821,-0.01914884,TESS,TESS
2460094.9505305826,-0.020120723,TESS,TESS
2460094.952845345,-0.026218267,TESS,TESS
2460094.9551601065,-0.01860252,TESS,TESS
2460094.9574748683,-0.020974187,TESS,TESS
2460094.9597896305,-0.022393867,TESS,TESS
2460094.9621043922,-0.019173766,TESS,TESS
2460094.964419154,-0.01587712,TESS,TESS
2460094.966733916,-0.01838964,TESS,TESS
2460094.969048678,-0.02101202,TESS,TESS
2460094.9713634397,-0.018074127,TESS,TESS
2460094.9736782014,-0.016736982,TESS,TESS
2460094.9759929636,-0.0153447185,TESS,TESS
2460094.9783077254,-0.017080277,TESS,TESS
2460094.980622487,-0.009096043,TESS,TESS
2460094.9829372494,-0.015464032,TESS,TESS
2460094.985252011,-0.017289974,TESS,TESS
2460094.987566773,-0.019864682,TESS,TESS
2460094.9898815346,-0.018032247,TESS,TESS
2460094.992196297,-0.02140549,TESS,TESS
2460094.9945110586,-0.009917045,TESS,TESS
2460094.9968258203,-0.02542101,TESS,TESS
2460094.9991405825,-0.014719871,TESS,TESS
2460095.0014553443,-0.012503903,TESS,TESS
2460095.003770106,-0.017129203,TESS,TESS
2460095.0060848678,-0.017117735,TESS,TESS
2460095.00839963,-0.015603233,TESS,TESS
2460095.0107143917,-0.018558497,TESS,TESS
2460095.0130291535,-0.021964228,TESS,TESS
2460095.015343915,-0.026365068,TESS,TESS
2460095.017658677,-0.021719404,TESS,TESS
2460095.019973439,-0.015472708,TESS,TESS
2460095.022288201,-0.020076128,TESS,TESS
2460095.0246029627,-0.019976765,TESS,TESS
2460095.0269177244,-0.01696089,TESS,TESS
2460095.0292324866,-0.011879338,TESS,TESS
2460095.0315472484,-0.022393616,TESS,TESS
2460095.03386201,-0.008047045,TESS,TESS
2460095.036176772,-0.014826613,TESS,TESS
2460095.0384915336,-0.015427027,TESS,TESS
2460095.040806296,-0.012794945,TESS,TESS
2460095.0431210576,-0.011127079,TESS,TESS
2460095.0454358193,-0.020064946,TESS,TESS
2460095.047750581,-0.014280538,TESS,TESS
2460095.050065343,-0.018772107,TESS,TESS
2460095.052380105,-0.015135667,TESS,TESS
2460095.0546948668,-0.014873086,TESS,TESS
2460095.0570096285,-0.012730602,TESS,TESS
2460095.0593243903,-0.018512946,TESS,TESS
2460095.061639152,-0.015574526,TESS,TESS
2460095.0639539137,-0.017698294,TESS,TESS
2460095.066268676,-0.017289847,TESS,TESS
2460095.0685834377,-0.0130882105,TESS,TESS
2460095.0708981995,-0.01834892,TESS,TESS
2460095.073212961,-0.015450504,TESS,TESS
2460095.075527723,-0.019524427,TESS,TESS
2460095.0778424847,-0.012828842,TESS,TESS
2460095.080157247,-0.013575193,TESS,TESS
2460095.0824720087,-0.014896575,TESS,TESS
2460095.0847867704,-0.014008805,TESS,TESS
2460095.087101532,-0.01385023,TESS,TESS
2460095.089416294,-0.02121296,TESS,TESS
2460095.0917310556,-0.016476698,TESS,TESS
2460095.094045818,-0.0126514165,TESS,TESS
2460095.0963605796,-0.018899819,TESS,TESS
2460095.0986753413,-0.015055635,TESS,TESS
2460095.100990103,-0.01249904,TESS,TESS
2460095.103304865,-0.022080027,TESS,TESS
2460095.1056196266,-0.012617514,TESS,TESS
2460095.1079343883,-0.01338958,TESS,TESS
2460095.11024915,-0.012406019,TESS,TESS
2460095.112563912,-0.0113379285,TESS,TESS
2460095.114878674,-0.008256695,TESS,TESS
2460095.117193436,-0.014422959,TESS,TESS
2460095.1195081975,-0.01821834,TESS,TESS
2460095.1218229593,-0.014879085,TESS,TESS
2460095.124137721,-0.01586347,TESS,TESS
2460095.126452483,-0.011449228,TESS,TESS
2460095.1287672445,-0.013371553,TESS,TESS
2460095.1310820063,-0.012047801,TESS,TESS
2460095.133396768,-0.018541448,TESS,TESS
2460095.1357115298,-0.007089492,TESS,TESS
2460095.138026292,-0.012470635,TESS,TESS
2460095.1403410537,-0.012855958,TESS,TESS
2460095.1426558155,-0.008366514,TESS,TESS
2460095.144970577,-0.013956418,TESS,TESS
2460095.147285339,-0.0070475703,TESS,TESS
2460095.1496001007,-0.0011029585,TESS,TESS
2460095.1519148625,-0.0056967675,TESS,TESS
2460095.154229624,0.0025586043,TESS,TESS
2460095.156544386,-0.0032262881,TESS,TESS
2460095.1588591477,-0.00016785754,TESS,TESS
2460095.1611739094,-0.008017239,TESS,TESS
2460095.163488671,0.0018189767,TESS,TESS
2460095.165803433,0.0014395667,TESS,TESS
2460095.1681181947,-0.0031027845,TESS,TESS
2460095.170432957,-0.008229206,TESS,TESS
2460095.1727477186,-0.0061328937,TESS,TESS
2460095.1750624804,-0.012167476,TESS,TESS
2460095.177377242,-0.009137885,TESS,TESS
2460095.179692004,0.001249976,TESS,TESS
2460095.1820067656,-0.00897372,TESS,TESS
2460095.1843215274,0.0038206885,TESS,TESS
2460095.186636289,-0.0048786234,TESS,TESS
2460095.188951051,0.0020432242,TESS,TESS
2460095.1912658126,0.0058139306,TESS,TESS
2460095.1935805744,0.0013349833,TESS,TESS
