time,flux,flux_model
286.3584103093672,0.99987835,0.99991596
286.37884299492725,0.99989754,0.99992144
286.3992754803621,0.9999323,0.9999246
286.4197080656886,0.99985504,0.99992764
286.44014075089945,0.9998214,0.9999285
286.46057323599234,0.9999759,0.99992895
286.4810058210787,0.999972,0.9999286
286.5014385059403,0.9998896,0.9999281
286.5218709906767,1.0000165,0.9999262
286.5423035754211,0.99994224,0.9999281
286.5627361599327,1.0001194,0.9999285
286.58316874444427,0.99983376,0.9999267
286.60360132883216,0.9999709,0.9999259
286.6240339129945,0.9999582,0.99992704
286.64446649714955,0.9999598,0.9999263
286.6648990811955,0.9998336,0.99992687
286.6853315651242,0.99990356,0.99992853
286.7057641489373,0.99998957,0.99992615
286.72619683262747,0.9999542,0.9999312
286.74662931620696,0.99990475,0.9999344
286.7670618996708,0.9998762,0.9999353
286.78749458312814,1.0000188,0.999938
286.8079270663584,1.0000743,0.9999407
286.8283596495894,0.9998706,0.9999438
286.84879233258107,0.9998826,0.9999444
286.86922491557925,0.9999445,0.9999439
286.88965739834384,0.9999856,0.9999445
286.9100899811019,1.0000978,0.99994946
286.9305226637516,0.9998936,0.99995166
286.9509551462834,0.9999802,0.99995595
286.9713877286922,0.9999651,0.9999567
286.99182041099266,0.99996215,0.9999582
287.0122528931679,0.99986696,0.9999605
287.0326854753512,0.9998706,0.9999642
287.0531180573016,0.9998747,0.9999649
287.07355063925206,0.9998535,0.9999588
287.0939832209624,0.99989843,0.99996024
287.11441580268,0.9999952,0.99995977
287.1348484841583,0.9999998,0.99996096
287.1552809656423,0.9998604,0.99996364
287.1757135470107,1.0000224,0.9999654
287.1961462282561,0.99995947,0.9999639
287.2165787093909,0.99994755,0.9999673
287.2370112905264,0.9999328,0.99996704
287.25744377142837,0.9999936,0.99997056
287.27787645220815,1.0000046,0.99997073
287.29830903299444,1.0000718,0.9999715
287.3187416135479,1.0000701,0.9999767
287.3391741940941,1.0000104,0.99997836
287.35960677453113,0.9999262,0.9999795
287.3800393548445,0.9999825,0.99998134
287.40047183504794,0.99980986,0.9999811
287.4209045151365,0.99992937,0.9999826
287.4413370951079,0.9997774,0.9999869
287.46176957507123,1.0000247,0.9999869
287.48220225481055,1.0000236,0.99998623
287.5026348345418,0.9999481,0.9999896
287.5230673141632,1.0000681,0.99999255
287.5434999936697,1.0000807,0.999993
287.5639325729426,1.0000033,0.99999714
287.58436505220743,1.0000457,1.0000017
287.6047976314803,1.0001014,1.0000066
287.6252302105204,1.0001165,1.000008
287.6456628894375,1.0001013,1.0000105
287.6660953683604,1.0001092,1.0000106
287.68652794716763,1.0000075,1.0000114
287.70696052573476,1.0000142,1.0000106
287.72739310430916,1.0001137,1.0000106
287.7478255827664,0.99995065,1.000013
287.76825826121785,0.99989617,1.0000145
287.788690839443,0.9999854,1.0000178
287.809123317551,0.9999005,1.000019
287.8295559956532,0.9999717,1.0000211
287.84998857364553,0.999989,1.0000262
287.870421151405,1.0001155,1.0000265
287.8908536291565,0.99993145,1.0000262
287.9317188844434,1.0000858,1.0000297
287.9521513618456,0.99991167,1.0000317
287.9725840391402,0.99995977,1.0000348
287.99301661643403,0.9999383,1.0000347
288.0134490936034,1.0001236,1.0000376
288.0338817706652,1.0000378,1.0000383
288.05431434760976,1.0000539,1.0000395
288.0747468244299,0.9999625,1.0000392
288.09517940114165,1.0000343,1.0000391
288.11561207785417,1.0004365,1.0000393
288.13604455432505,1.0000573,1.0000397
288.156477130804,1.0000076,1.0000378
288.17690980716725,1.000013,1.0000384
288.19734238340607,0.99998456,1.0000374
288.217774859535,0.99998504,1.0000362
288.23820743566466,1.0002522,1.000039
288.258640111555,0.999967,1.0000389
288.2790725874511,1.0000776,1.0000409
288.319937838889,0.99991995,1.0000393
288.34037031443586,1.0000266,1.0000393
288.36080288986705,1.0001413,1.0000378
288.3812355651753,0.99998057,1.000039
288.4016680404893,1.0000209,1.0000393
288.42210061568767,1.0000805,1.0000409
288.44253319076233,1.0001107,1.0000405
288.4629658657286,1.0001523,1.0000378
288.48339834057697,1.000061,1.000036
288.5038309153024,0.9998946,1.000033
288.52426359003584,1.0001006,1.0000318
288.54469606465136,1.0001035,1.0000327
288.56512863914395,0.99998677,1.0000306
288.58556111352664,1.0000092,1.0000305
288.60599378779443,1.0000889,1.0000318
288.6264263620542,0.9999717,1.0000347
288.6468589360884,0.99986166,1.0000361
288.6672915101226,1.0000148,1.0000386
288.68772398403235,0.99994797,1.000041
288.7081566578345,1.0000143,1.0000428
288.72858923151944,1.0001639,1.0000453
288.7490218051971,1.0001296,1.0000479
288.7694542786485,1.0001106,1.0000472
288.7898868521006,1.0001289,1.0000482
288.8103195254298,1.0000522,1.0000513
288.83075199864834,1.0000837,1.0000505
288.85118457186763,0.99990976,1.0000498
288.8716172448476,0.9999972,1.0000511
288.8920497178333,1.0000772,1.0000484
288.91248229070334,0.9999357,1.0000472
288.9329148634497,1.0000554,1.0000491
288.95334743620333,1.0000881,1.000049
288.97378000872413,0.9999019,1.0000451
288.99421258123766,1.000017,1.0000474
289.01464515364205,1.0000688,1.0000464
289.03507772593,1.0000844,1.0000467
289.0555102980943,0.99997234,1.0000472
289.0759429702666,1.0000862,1.0000486
289.0963754422046,1.0000616,1.0000509
289.11680801413604,1.0000569,1.0000538
289.1372404859576,1.0000383,1.0000544
289.15767315766425,1.000007,1.0000552
289.17810572936287,0.9999512,1.0000639
289.19853830095235,1.0001433,1.0000687
289.218970872309,1.0000714,1.0000688
289.2394034436584,1.0001929,1.0000694
289.259836015015,1.0000614,1.0000725
289.2802684861381,0.99994874,1.0000726
289.3007011572554,1.0000792,1.0000798
289.3211337282628,0.9999158,1.000082
289.341566199153,1.0001203,1.0000855
289.3619988699211,1.0000851,1.000086
289.38243144069565,1.0002134,1.000088
289.40286391123664,1.0000982,1.0000948
289.42329658177187,1.0001694,1.0000952
289.4437291523136,1.0000399,1.0000976
289.46416162262176,1.0000794,1.0001013
289.4845941929234,1.0003071,1.0001006
289.50502686300024,1.0000727,1.0001047
289.5254594330763,1.0002571,1.0001067
289.54589190315164,0.99997884,1.0001043
289.5663245729884,1.000077,1.0001047
289.58675714283163,1.0002735,1.0001084
289.6071896125504,1.0000811,1.0001099
289.62762218216085,1.0000995,1.0001124
289.6480548516556,1.0000107,1.0001128
289.66848732114886,1.0000305,1.0001137
289.6889198905192,0.9999885,1.0001125
289.70935245978035,1.0000585,1.000113
289.72978502891783,1.0001223,1.0001127
289.7502175979462,1.0000614,1.0001131
289.7706501669745,1.0000784,1.0001144
289.79108273588645,1.0002047,1.0001158
289.8115153046747,1.0001106,1.0001154
289.83194777346944,1.0000699,1.000117
289.852380442142,1.0001673,1.0001193
289.8728130107047,1.0001025,1.0001193
289.8932454791502,1.0000515,1.0001183
289.9136781474808,1.0002385,1.0001158
289.9341107158034,1.0002052,1.0001174
289.9545431840161,1.000009,1.0001097
289.9749757521131,1.0002893,1.0001092
289.9954084200872,1.0003791,1.0001093
290.01584088806703,1.0001193,1.0001057
290.0362734559312,1.000177,1.0001053
290.0567061236725,1.0001247,1.0001023
290.07713869130384,1.0000849,1.0001013
290.09757115893444,1.000207,1.0000985
290.11800382632646,1.0000783,1.0000966
290.1384363938414,1.0000513,1.0000933
290.15886886112276,1.0001022,1.0000905
290.1793014283976,1.0001527,1.0000883
290.19973409544764,1.0000476,1.0000858
290.2201665624889,0.99994206,1.0000796
290.24059912953817,1.0001919,1.0000769
290.2610317963554,1.0001786,1.0000741
290.2814642631711,0.9999737,1.0000731
290.30189682998025,1.000162,1.0000707
290.3223293965639,0.99995804,1.0000659
290.3427619631402,1.000002,1.0000614
290.3631945296074,1.0000142,1.000055
290.3836270959582,1.0000448,1.000054
290.4040597621861,1.0000333,1.0000505
290.4244922284197,0.9998145,1.0000477
290.44492479453766,1.0000672,1.0000417
290.4653574605327,0.9999616,1.0000373
290.5062224924186,0.99991643,1.0000325
290.52665495818655,1.0002557,1.0000275
290.54708762383234,0.9999775,1.0000263
291.425687670293,1.0000226,1.0000222
291.4461203324536,1.000146,1.0000213
291.4665528943733,1.000162,1.0000156
291.48698535641597,0.999945,1.0000135
291.5074180182273,0.9999641,1.0000105
291.52785058003064,0.9998968,1.0000061
291.54828304172406,1.0001094,1.0000035
291.5687156033018,0.99994016,0.99999774
291.5891482648731,0.9999572,0.9999922
291.60958072633366,0.9999672,0.9999869
291.6300132876786,0.99993694,0.999983
291.650445949017,0.99992436,0.9999794
291.67087841024477,1.0000101,0.9999748
291.6913109714733,0.99997133,0.9999721
291.71174363246246,1.0000719,0.99997085
291.73217619345814,0.99995583,0.9999684
291.75260865445307,0.9998126,0.99996424
291.77304121532507,0.9999843,0.99996305
291.7934738760887,0.99986607,0.9999604
291.81390633673436,1.0000244,0.99995613
291.8343388973735,0.99981296,0.99995136
291.85477145790355,1.0002956,0.99995315
291.8752040184336,0.9999262,0.9999492
291.89563647872274,0.99989724,0.99994946
291.91606903901993,0.9999509,0.999952
291.9365016993179,0.9998218,0.9999502
291.9569342594914,1.0000333,0.9999469
291.977366719555,0.9999007,0.9999458
291.9977993796201,0.9999034,0.99993247
292.0182319394444,0.9999326,0.99993277
292.03866439939156,0.9999861,0.9999324
292.05909705910744,0.99995804,0.9999315
292.0795296188153,0.99987316,0.9999332
292.09996207852964,0.99984497,0.99993163
292.12039463801193,1.00002,0.9999323
292.1408272974877,0.999975,0.99992716
292.16125975696923,0.9998972,0.99992764
292.1816923163351,0.9998965,0.9999287
292.20212497557804,0.9998477,0.9999243
292.2225574347103,0.99987334,0.9999236
292.24298999384337,0.9999735,0.99992096
292.2634225528527,0.9999276,0.99991816
292.2838552118701,0.9997363,0.9999155
292.30428767076955,0.99986166,0.9999136
292.3247202295461,0.9999414,0.9999123
292.34515288833063,1.000038,0.9999063
292.36558534699725,1.0000262,0.9999041
292.38601790554094,0.9999144,0.999901
292.40645056409267,0.9999682,0.999898
292.42688302252645,0.99994534,0.9998992
292.4473155809537,0.99992234,0.9998976
292.46774813927186,0.9998881,0.9998943
292.4881806974736,0.9999326,0.9998945
292.508613255668,0.99977803,0.99989474
292.5290458137533,1.0000331,0.9998913
292.5494783717222,0.9999558,0.9998895
292.56991092968383,0.9998477,0.9998872
292.5903434875363,0.9999603,0.99988943
292.610775945388,0.999967,0.99988633
292.63120860311756,0.9999036,0.99988556
292.6516411607372,0.99986494,0.9998831
292.6720736183561,0.9999105,0.99988204
292.6925062758528,0.9999144,0.9998777
292.712938833356,0.9997936,0.9998767
292.73337129074207,0.9998216,0.9998761
292.75380394800595,0.99980253,0.9998756
292.77423650527635,0.9998779,0.999874
292.79466906243033,0.9997676,0.9998722
292.81510151945986,0.9997935,0.9998694
292.8355341764982,0.9998489,0.99986696
292.85596673341934,1.000085,0.99986327
292.8763991903397,0.9996208,0.99985933
292.89683184713795,0.9997959,0.99986243
292.9172643039419,0.9997966,0.9998615
292.93769686062296,0.99974453,0.99986094
292.95812941719487,0.9997922,0.99985665
292.9785619737668,0.9999612,0.99985576
292.99899453022226,0.99976593,0.999855
293.01942708655406,1.000594,0.9998543
293.03985964289313,0.9998426,0.9998527
293.0602921991085,0.99976075,0.9998519
293.0807247553312,0.9997595,0.99985164
293.1011573114374,0.99962926,0.99985135
293.12158986754366,0.99989915,0.99984807
293.1420224235262,0.9996406,0.9998463
293.16245487939887,0.99991786,0.9998443
293.18288753526576,0.9997927,0.99984217
293.20332009102276,0.99975127,0.99984074
293.223752546779,0.9999202,0.99983925
293.24418520242034,0.99987096,0.99983597
293.26461775805365,0.9998021,0.9998318
293.2850503134614,0.99985594,0.99983066
293.3054827689848,0.9998591,0.9998297
293.3259154242696,0.999842,0.9998236
293.3463479796774,0.9997887,0.9998215
293.36678043485153,0.9998848,0.99982166
293.38721309001994,0.9998822,0.99982077
293.40764564519486,0.9998389,0.99982196
293.42807810024533,0.9997813,0.99981827
293.46894331013027,0.9998448,0.9998154
293.4893757649552,0.99976623,0.99981445
293.50980831965717,0.99992764,0.999814
293.5302409743672,0.99983394,0.9998123
293.5506734290684,0.9998678,0.9998143
293.57110598366125,0.99991083,0.9998131
293.59153863813845,0.99982536,0.9998141
293.6119711926076,0.99977964,0.9998137
293.63240364696685,0.99968916,0.99981207
293.65283620132686,0.9998793,0.9998124
293.67326885556395,0.9997393,0.9998153
293.6937013098068,0.9998573,0.99981695
293.71413386393397,0.9997332,0.99981505
293.7345665179382,0.99994296,0.9998147
293.7549989719482,0.9998106,0.9998165
293.7754315258426,0.99974334,0.9998148
293.7958641797304,0.9998395,0.999817
293.8162966335076,0.9998114,0.99981815
293.8367291872855,0.99966276,0.9998192
293.85716174094705,0.9998998,0.9998174
293.8775942946013,0.99975747,0.99981755
293.8980268481464,1.0000055,0.9998168
293.9184594015678,0.99981964,0.99982303
293.9388919549965,0.9998453,0.9998205
293.9593245084252,0.99976146,0.9998191
293.9797569617367,0.9996992,0.99981856
294.0001895149253,1.0000076,0.9998161
294.0206221681219,0.99965,0.9998128
294.0410546212006,0.9998482,0.99981177
294.06148717427277,0.9997124,0.9998109
294.08191982723656,0.9997686,0.9998221
294.10235228019883,0.99974185,0.9998239
294.12278483303817,0.9997566,0.99982387
294.1432174857691,0.9997306,0.99982566
294.16365003849205,0.9998458,0.9998246
294.1840824912215,0.9997124,0.99982667
294.2045150438353,0.99990016,0.99982315
294.2249476963334,0.9998915,0.9998244
294.24538014882273,0.99976933,0.9998229
294.2658127013201,0.9997686,0.9998206
294.2862453535781,0.99984133,0.99982375
294.3066778059583,0.99993074,0.9998256
294.32711035822285,0.99983704,0.99982435
294.347542910371,0.9997884,0.9998246
294.3679754625118,0.9999478,0.9998275
294.38840801454353,0.9997968,0.99982816
294.40884056657524,0.9997195,0.9998266
294.42927311848325,0.99990386,0.9998296
294.44970567039854,0.99976534,0.99983126
294.4701382221974,1.0000021,0.99982995
294.4905708739898,1.0000238,0.9998309
294.5110033256715,0.99990135,0.99983084
294.53143587735394,0.9998554,0.9998288
294.55186832891195,0.99991256,0.99983174
294.57230098047876,0.9997174,0.999834
294.5927335319284,0.9997683,0.99983466
294.61316598325357,0.99988264,0.9998395
294.63359863470396,0.9999227,0.99984175
294.65403118592076,0.9999072,0.9998428
294.6744637371303,0.9999025,0.999841
294.6948961883463,0.9997506,0.9998404
294.71532883944747,0.9997686,0.9998434
294.7357613905406,0.99998415,0.9998462
294.7561938415238,0.99994206,0.99984646
294.7766264925085,0.9998145,0.99984944
294.7970590433688,0.9999293,0.9998514
294.81749149411917,0.99969715,0.99985296
294.8379241449875,0.9997339,0.9998567
294.85835669561493,0.99980676,0.9998592
294.8787891462489,0.9998941,0.99985707
294.8992216968836,0.9997776,0.99986005
294.91965424739465,0.9999007,0.9998617
294.94008679791295,0.99967027,0.99985415
294.96051934831485,0.9997882,0.9998579
294.9809519987102,0.9998771,0.9998612
295.00138444899494,0.9998159,0.9998643
295.0218169992804,0.9998888,0.99986356
295.04224944944144,1.0000033,0.9998689
295.06268209961127,1.0000345,0.9998699
295.0831146496639,0.999849,0.99987245
295.1035471997093,0.9998994,0.9998736
295.12397974976193,0.99981654,0.9998758
295.14441229969816,0.9998604,0.99987704
295.16484474950994,0.99972826,0.9998768
295.1852773993305,0.99976397,0.99987984
295.2057099490339,0.9998156,0.9998828
295.22614249873004,0.99992913,0.99988335
295.2465749484327,0.99988866,0.99988586
295.2670075980204,0.9999573,0.9998897
295.28744014760014,0.9999794,0.9998912
295.30787259706995,0.9997843,0.9998918
295.32830524642486,0.99982643,0.99989617
295.34873779577174,0.9999709,0.9998995
295.36917024512513,0.9999392,0.9999028
295.38960289448005,0.9997621,0.9999046
295.4100354435941,0.99989843,0.99991006
295.4304678928311,1.0000007,0.9999129
295.450900441836,0.9997975,0.99991333
295.4713330909508,0.9998914,0.99991757
295.4917656399557,1.0000608,0.9999174
295.51219808884343,0.9998634,0.9999205
297.6167501699674,0.9998488,0.999901
297.6371826140821,0.9999156,0.9999028
297.6576151581976,0.999853,0.99990606
297.6780478023138,1.0001907,0.9999081
297.6984803463056,0.99992776,0.9999093
297.7189127903039,0.99994,0.9999108
297.7393453341865,0.99986607,0.9999142
297.75977797806263,1.0000482,0.999917
297.7802104219445,1.0000763,0.9999188
297.80064296582714,1.0000681,0.999918
297.82107560958684,1.0000625,0.9999197
297.8415080533523,0.9998906,0.99991775
297.8619405970021,0.999941,0.99992037
297.8823730407603,1.0001818,0.9999232
297.90280568429444,0.9998702,0.9999277
297.92323822794424,0.99988943,0.9999287
297.94367077147035,0.9998675,0.9999292
297.96410331500374,0.9998532,0.99993026
297.98453585853713,0.9999046,0.9999307
298.0049684019468,1.0000967,0.9999325
298.02540104536456,0.9998613,0.9999344
298.0458334887808,0.999983,0.9999345
298.06626603207405,0.99982315,0.99993575
298.08669847537385,0.99999076,0.99993736
298.10713111867517,1.0000021,0.9999396
298.12756366185204,0.9998047,0.999943
298.1479961050354,0.99976367,0.9999438
298.1684287482203,0.9999799,0.99994695
298.1888612912808,0.9999637,0.9999462
298.20929373446415,0.99990594,0.99994785
298.2297263774162,0.99992716,0.99994946
298.2501588204759,0.99987,0.9999487
298.27059136342723,0.9998377,0.99994916
298.29102390637854,0.99992603,0.99994946
298.31145654932334,0.99988884,0.9999502
298.3318889921575,0.99998826,0.9999537
298.35232153499237,1.0000352,0.99995375
298.37275417782075,0.99993694,0.9999556
298.3931866205385,1.0000018,0.9999576
298.41361916337337,1.0000473,0.99996084
298.43405170596816,0.99990386,0.99996513
298.45448424868664,0.99988693,0.9999671
298.4749167912887,0.9999746,0.9999695
298.4953493338835,0.99990326,0.9999703
298.51578187648556,1.0000651,0.99996924
298.5362144189712,1.0001044,0.9999699
298.556646961566,1.000053,0.99997157
298.577079603936,0.99982274,0.999971
298.5975120464209,1.0000305,0.99996865
298.61794458878285,0.9999414,0.9999685
298.6383770311513,0.9999507,0.99996984
298.6588096735213,0.99995136,0.9999698
298.67924221576686,0.99995357,0.99997133
298.6996746580189,0.99997324,0.9999703
298.7201073002725,0.9998828,0.9999747
298.74053984251805,1.0000216,0.99997795
298.76097238465445,0.99997526,0.9999793
298.7814048267901,1.0000027,0.99997944
298.80183746892,0.99989825,0.9999806
298.8222700110564,1.0000209,0.99998325
298.8427024530756,0.999897,0.9999867
298.8631350950891,1.0001907,0.9999915
298.88356763699267,0.99993503,0.99999166
298.9040000790119,0.99993914,0.99999434
298.92443272090895,0.9998369,1.0000012
298.9448652628125,1.000012,1.0000027
298.96529770471534,0.9999964,1.0000019
298.9857302464952,0.9999646,1.0000029
299.00616288828314,1.0000683,1.0000027
299.02659533006954,1.000053,1.0000032
299.047027871733,1.0000532,1.000006
299.0674605135209,1.0000559,1.0000049
299.08789305519167,0.9999887,1.000008
299.1083254968544,1.000078,1.000007
299.12875813840947,0.99994326,1.0000086
299.14919057996303,0.99996215,1.0000105
299.1696231215101,1.0000713,1.0000091
299.1900556630644,1.0000404,1.0000075
299.21048820461874,1.0001915,1.0000079
299.2309207460494,1.0000055,1.0000101
299.2513532874873,1.0000364,1.0000082
299.2717858289252,1.0000975,1.0000081
299.29221837029763,1.000066,1.0000062
301.39676960479846,1.0001596,1.00013
301.41720224396704,1.0002025,1.0001287
301.43763478307665,1.0001057,1.0001292
301.4580672221782,1.0001283,1.0001289
301.4784997612878,1.0001413,1.0001284
301.4989324003982,1.0001142,1.0001266
301.5193649394423,1.0000796,1.0001274
301.53979737849295,1.0001376,1.0001276
301.56023001753783,1.000169,1.0001255
301.58066255658923,0.99996746,1.0001227
301.60109499558166,1.0002803,1.0001249
301.6215276346338,1.0002097,1.0001256
301.64196017361974,1.0001278,1.000125
301.66239261261217,1.00012,1.0001253
301.68282515154715,1.0001248,1.0001212
301.7032577904756,0.99997234,1.0001183
301.72369022946805,0.999996,1.0001146
301.7441227683448,1.0000912,1.0001129
301.7645554072733,1.0000409,1.0001136
301.7849878462075,1.0001568,1.0001107
301.8054203850843,1.0001469,1.0001087
301.82585302395455,1.000177,1.0001113
301.8462855628313,1.0002218,1.0001112
301.86671800170734,1.0001262,1.0001092
301.88715054051863,1.0001423,1.0001072
301.90758317933796,1.0001473,1.0001062
301.928015618214,1.0001053,1.0001032
301.94844815696706,1.0000933,1.0001017
301.9688807957864,1.0001384,1.0001038
301.9893132346042,1.0001775,1.000104
302.0097457733573,1.000051,1.0001012
302.03017831211764,1.0000907,1.0001017
302.050610850878,0.99997324,1.0000993
302.0710433896311,1.0001049,1.0000967
302.09147592839145,1.0001352,1.0000931
302.11190856709436,0.999989,1.0000906
302.1323410057885,1.0000472,1.000089
302.15277354454884,1.00022,1.000087
302.17320618318627,1.000036,1.0000873
302.19363862188766,1.0000205,1.0000846
302.2140711605898,1.0000526,1.0000833
302.234503599233,1.0001274,1.0000803
302.25493623792863,1.00005,1.0000775
302.2753687765726,1.0001181,1.0000757
302.29580121521576,1.000041,1.0000699
302.3162338538532,1.0000138,1.0000693
302.33666639249714,1.0000803,1.0000645
302.3570988310821,1.000037,1.0000618
302.37753146971954,1.0001023,1.0000557
302.41839644689026,1.0001438,1.0000519
302.4388289854687,1.0000714,1.0000494
302.4592616240552,1.0001148,1.0000477
302.4796940626402,0.99995756,1.0000501
302.50012660121865,1.0001143,1.0000478
302.52055923974694,0.99998605,1.0000434
302.5409916783319,1.0000921,1.0000393
302.5614242168522,0.99995464,1.0000346
302.5818567553797,1.0000347,1.0000303
302.60228929390723,1.0001336,1.0000271
302.6227218324275,1.0001239,1.0000235
302.643154370955,0.99995047,1.0000174
302.66358690942434,0.99995583,1.0000176
302.6840194479446,1.0000441,1.0000149
302.7044519864721,1.0000257,1.0000135
302.7248846249422,1.0000931,1.0000119
302.7453170634035,1.0000222,1.00001
302.765749601931,1.000048,1.0000036
302.7861820403996,1.0000693,0.9999982
302.8066146788624,0.99999815,0.99999636
302.8270472173317,1.0000226,0.99999344
302.84747975580103,1.0000339,0.9999916
302.86791229420487,0.99986887,0.9999881
302.8883448326742,0.99990976,0.99998623
302.9087773711435,1.0000231,0.99998796
302.92920990954735,0.99994123,0.9999853
302.9496424480167,1.0000006,0.99998194
302.9700749864278,1.0000986,0.99998134
302.99050742483814,0.9999874,0.99997973
303.01094006330095,0.9998358,0.99997777
303.03137260171206,0.99991083,0.99997836
303.05180504011514,0.99993825,0.99997497
303.072237678527,0.999857,0.9999733
303.09267021693813,0.9999244,0.9999719
303.1131026553412,0.9999142,0.9999668
303.1335351937523,1.000006,0.9999654
303.153967832106,0.9998591,0.99996334
303.17440037050983,0.9999603,0.99996156
303.1948328089202,0.9999678,0.99995893
303.21526544727385,0.99982774,0.9999612
303.2356979856777,1.000007,0.9999573
303.25613042408804,0.9999503,0.99995476
303.2765630624417,0.99992937,0.9999525
303.2969955008448,1.0000815,0.9999511
303.3174280391977,0.9999804,0.99995035
303.3378605776088,1.0000427,0.9999491
303.35829311595444,0.9998546,0.9999475
303.37872565430735,1.0000112,0.9999458
303.39915819271846,0.99993503,0.99994594
303.4195907310641,1.000024,0.99994594
303.4400232694752,0.9999935,0.9999459
303.4604558078281,0.9999453,0.99994683
303.48088824618026,0.99989533,0.9999472
303.50132088452665,0.99965703,0.999948
303.5217534230542,0.9998596,0.99994385
303.54218586145726,1.0000243,0.99994457
303.5626184998109,1.0000209,0.9999443
303.58305103816383,1.0000508,0.9999437
303.603483476516,0.99998677,0.9999425
303.62391611486237,0.9999797,0.9999436
303.6443486532735,1.0000447,0.99994695
303.66478109161835,1.0000129,0.9999505
303.68521362997126,0.99990445,0.9999514
303.70564626838313,1.0000482,0.99994886
303.72607880672876,0.99989516,0.9999508
303.7465112450809,0.99988294,0.9999523
303.7669438834346,0.9999114,0.9999535
303.7873764218384,1.0000707,0.99995315
303.80780886019056,1.0000161,0.9999547
303.82824149854423,0.99987227,0.9999564
303.84867403694807,0.99988294,0.99995613
303.8691064753002,0.9999227,0.99995863
303.8895390137113,1.0000395,0.9999592
303.9099716520577,0.9999697,0.99996006
303.9304040904681,0.9997786,0.9999591
303.950836628821,0.9999842,0.99996024
303.9712692672256,1.0000633,0.99996156
303.99170170563593,0.9998897,0.999962
304.01213424404705,0.99992174,0.99996495
304.0325667823927,0.99993813,0.9999649
304.05299942080455,0.9998094,0.99996674
304.0734318592149,1.000127,0.9999667
304.093864397626,0.9999027,0.99996847
304.1142970360306,0.9999211,0.9999697
304.134729474441,1.0000631,0.99997103
304.1551620128448,0.99994344,0.99996835
304.1755946512567,1.000036,0.9999692
304.19602708966704,0.9998774,0.9999652
304.21645962813636,0.9999852,0.99996394
304.2368921665402,0.99983925,0.99996495
304.2573247049513,1.0000772,0.99996185
304.27775724341336,0.9999851,0.9999632
304.2981897818827,1.0000002,0.9999597
304.3186223202938,1.0000314,0.99995697
304.3390548587631,0.99992716,0.99995774
304.35948739722517,1.0000321,0.9999573
304.3799199356945,0.9999955,0.9999597
304.40035247415653,0.9999766,0.99995905
304.42078501262586,0.9999289,0.9999602
304.4412174510944,0.9998927,0.9999607
304.4616500896227,0.99996513,0.9999616
304.482082528084,0.9999541,0.99996036
304.5025150665533,0.9999334,0.9999604
304.52294770507433,0.999951,0.9999588
304.5433801436011,1.0001491,0.9999519
304.5638126821286,0.99999124,0.9999478
304.5842453206569,0.99993455,0.9999478
304.6046778591772,1.000075,0.9999478
304.62511029770394,0.99998903,0.9999486
304.64554283623147,0.9999136,0.99994785
304.6659754747525,0.9998695,0.9999468
304.68640791333746,0.99984527,0.9999471
304.7068404519232,0.99985063,0.999948
304.7272730904442,1.0000854,0.9999451
304.7477055290874,0.999879,0.9999463
304.76813806760765,0.9998888,0.99994516
304.7885706062516,0.9999812,0.9999431
304.80900314483733,1.0000328,0.9999414
304.82943568342307,0.9999396,0.9999415
304.84986822205974,0.99996024,0.99994344
304.8703007607037,1.0000312,0.99994135
304.89073329934035,0.99987817,0.9999384
304.9111658379843,1.0000256,0.99993634
304.931598476629,0.9998313,0.99993753
304.9520309152722,0.9999886,0.99993825
304.97246345396707,0.9999617,0.99993396
304.99289589266846,0.9998661,0.9999334
305.0133285313059,0.9999856,0.9999344
305.03376107000804,0.9999204,0.9999346
305.0541936087102,1.0000261,0.9999331
305.07462614747055,0.9997331,0.9999301
305.09505868616543,0.9999157,0.9999269
305.1154912249258,0.99980766,0.9999283
305.1359237636789,0.9997396,0.99992865
305.15635630243924,0.9997759,0.9999264
305.1767888411996,1.0000284,0.9999297
305.1972212799592,0.99988776,0.999929
305.21765391877125,1.0000613,0.9999296
305.2380864575898,0.9999835,0.9999282
305.2585188964076,0.99983704,0.99992746
305.2789515352197,0.99996597,0.99992675
305.29938407403824,0.99983305,0.9999266
305.31981651291426,1.0001088,0.9999248
305.34024905172555,1.0000473,0.99992603
305.3606816906031,0.9999771,0.9999255
305.4015466684068,0.9999639,0.9999272
305.42197930728435,0.99983793,0.99992764
305.44241174621857,0.9998443,0.99992704
305.4628442851463,0.9998706,0.9999275
305.483276924082,0.99982876,0.9999279
305.50370936307445,0.99988556,0.99992675
305.52414190200216,1.0000063,0.9999273
305.5445743409946,0.9998745,0.99992985
305.56500697998854,0.99992543,0.9999319
305.58543951897445,1.0000339,0.9999318
305.6058719580251,1.0000373,0.99993527
305.62630459707725,0.99992794,0.9999368
305.64673713606317,0.99993145,0.9999376
305.6671696751728,0.99990714,0.99994105
305.68760221422417,0.99996024,0.99994403
305.7080347533265,0.9999783,0.9999445
305.7284672924361,0.9999589,0.9999463
305.74889973154495,0.9998896,0.99994737
305.76933237070625,1.000043,0.99994767
305.78976490981586,0.99992055,0.9999529
305.8101973489829,0.9999196,0.9999541
305.8306299881442,0.9999717,0.99995625
305.85106252737023,0.9999647,0.9999575
305.8714949665955,1.0000135,0.9999618
305.89192750575603,0.99984807,0.9999626
305.912360145041,0.9999684,0.9999636
